symbol,time,open,high,low,close,volume,amount,next_page_token,time_eastern
QQQ,2024-02-27 15:10:00+00:00,437.28,437.46,437.04,437.38,383808,167837218.36720002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:10:00-05:00
QQQ,2024-02-27 15:15:00+00:00,437.37,437.91,437.1,437.9,510653,223392174.3505,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:15:00-05:00
QQQ,2024-02-27 15:20:00+00:00,437.9,437.99,437.49,437.55,428994,187793522.4233,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:20:00-05:00
QQQ,2024-02-27 15:25:00+00:00,437.55,437.605,437.04,437.47,544397,238092430.4797,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:25:00-05:00
QQQ,2024-02-27 15:30:00+00:00,437.47,437.63,437.35,437.48,311281,136187540.2098,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:30:00-05:00
QQQ,2024-02-27 15:35:00+00:00,437.48,437.68,437.15,437.18,415564,181761156.33990002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:35:00-05:00
QQQ,2024-02-27 15:40:00+00:00,437.18,437.28,436.9,436.97,352956,154277902.40260002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:40:00-05:00
QQQ,2024-02-27 15:45:00+00:00,436.978,437.87,436.74,437.66,476736,208540960.3699,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:45:00-05:00
QQQ,2024-02-27 15:50:00+00:00,437.66,437.82,437.26,437.36,400188,175126304.3713,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:50:00-05:00
QQQ,2024-02-27 15:55:00+00:00,437.37,437.645,437.29,437.5399,304500,133207583.51120001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 10:55:00-05:00
QQQ,2024-02-27 16:00:00+00:00,437.5399,437.6,437.3105,437.36,224301,98117582.084,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:00:00-05:00
QQQ,2024-02-27 16:05:00+00:00,437.36,437.3799,436.93,436.935,365215,159660987.7423,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:05:00-05:00
QQQ,2024-02-27 16:10:00+00:00,436.935,437.28,436.87,437.25,231283,101091485.3408,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:10:00-05:00
QQQ,2024-02-27 16:15:00+00:00,437.25,437.27,436.75,436.95,328596,143598519.5225,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:15:00-05:00
QQQ,2024-02-27 16:20:00+00:00,436.95,437.06,436.74,437.0496,233131,101853954.1147,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:20:00-05:00
QQQ,2024-02-27 16:25:00+00:00,437.0496,437.18,436.58,436.65,283896,124025239.937,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:25:00-05:00
QQQ,2024-02-27 16:30:00+00:00,436.63,437.015,436.49,436.93,289403,126409608.3276,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:30:00-05:00
QQQ,2024-02-27 16:35:00+00:00,436.91,436.92,436.54,436.74,174080,76021302.7092,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:35:00-05:00
QQQ,2024-02-27 16:40:00+00:00,436.74,436.8,436.39,436.615,332834,145295358.1789,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:40:00-05:00
QQQ,2024-02-27 16:45:00+00:00,436.61,436.86,436.5401,436.79,380339,166106387.69159997,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:45:00-05:00
QQQ,2024-02-27 16:50:00+00:00,436.805,437.195,436.805,437.16,443142,193692267.5277,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:50:00-05:00
QQQ,2024-02-27 16:55:00+00:00,437.16,437.365,437.1375,437.24,325069,142132125.047,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 11:55:00-05:00
QQQ,2024-02-27 17:00:00+00:00,437.24,437.36,437.125,437.31,604186,264199540.0362,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:00:00-05:00
QQQ,2024-02-27 17:05:00+00:00,437.31,437.47,437.2,437.2105,361867,158254411.2576,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:05:00-05:00
QQQ,2024-02-27 17:10:00+00:00,437.2105,437.35,437.14,437.17,299406,130915059.98269999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:10:00-05:00
QQQ,2024-02-27 17:15:00+00:00,437.17,437.26,436.824,436.9,550572,240640354.82230002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:15:00-05:00
QQQ,2024-02-27 17:20:00+00:00,436.9,437.05,436.3999,436.42,1183751,517223895.30749995,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:20:00-05:00
QQQ,2024-02-27 17:25:00+00:00,436.4,436.88,436.36,436.62,293818,128294764.0061,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:25:00-05:00
QQQ,2024-02-27 17:30:00+00:00,436.63,436.84,436.47,436.53,226492,98904761.8579,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:30:00-05:00
QQQ,2024-02-27 17:35:00+00:00,436.53,436.59,435.99,436.03,321394,140220371.88799998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:35:00-05:00
QQQ,2024-02-27 17:40:00+00:00,436.01,436.19,435.91,436.16,342796,149476913.888,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:40:00-05:00
QQQ,2024-02-27 17:45:00+00:00,436.16,436.26,435.96,436.0352,175438,76506627.4358,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:45:00-05:00
QQQ,2024-02-27 17:50:00+00:00,436.0352,436.1,435.72,435.7401,223241,97303590.19,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:50:00-05:00
QQQ,2024-02-27 17:55:00+00:00,435.735,435.735,435.34,435.4961,429496,187047789.4394,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 12:55:00-05:00
QQQ,2024-02-27 18:00:00+00:00,435.48,435.9097,435.025,435.76,633007,275673044.5915,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:00:00-05:00
QQQ,2024-02-27 18:05:00+00:00,435.76,435.988,435.65,435.8,325817,141997390.20630002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:05:00-05:00
QQQ,2024-02-27 18:10:00+00:00,435.8,436.14,435.79,436.05,265547,115781077.4429,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:10:00-05:00
QQQ,2024-02-27 18:15:00+00:00,436.05,436.19,435.935,435.9505,204096,89003097.06979999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:15:00-05:00
QQQ,2024-02-27 18:20:00+00:00,435.9505,436.43,435.845,436.2305,403298,175873312.34010002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:20:00-05:00
QQQ,2024-02-27 18:25:00+00:00,436.2305,436.3144,435.765,435.7875,217187,94687592.2888,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:25:00-05:00
QQQ,2024-02-27 18:30:00+00:00,435.7875,435.99,435.69,435.96,228168,99446529.31819999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:30:00-05:00
QQQ,2024-02-27 18:35:00+00:00,435.96,436.08,435.78,436.065,166125,72422884.16759999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:35:00-05:00
QQQ,2024-02-27 18:40:00+00:00,436.065,436.1498,435.98,436.105,170213,74225320.82800001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:40:00-05:00
QQQ,2024-02-27 18:45:00+00:00,436.0905,436.22,435.9,436.16,314816,137272310.61069998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:45:00-05:00
QQQ,2024-02-27 18:50:00+00:00,436.16,436.24,435.9901,436.1098,210640,91861031.3229,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:50:00-05:00
QQQ,2024-02-27 18:55:00+00:00,436.11,436.54,436.11,436.5,463453,202235816.74359998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 13:55:00-05:00
QQQ,2024-02-27 19:00:00+00:00,436.51,436.73,436.485,436.55,355994,155426838.7872,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:00:00-05:00
QQQ,2024-02-27 19:05:00+00:00,436.55,436.8,436.52,436.5662,286415,125056325.07370001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:05:00-05:00
QQQ,2024-02-27 19:10:00+00:00,436.5662,436.9,436.5662,436.885,204967,89516928.49069999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:10:00-05:00
QQQ,2024-02-27 19:15:00+00:00,436.885,437.415,436.81,437.36,428061,187129573.3628,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:15:00-05:00
QQQ,2024-02-27 19:20:00+00:00,437.36,437.41,437.15,437.36,255717,111818734.3982,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:20:00-05:00
QQQ,2024-02-27 19:25:00+00:00,437.36,437.3905,437.09,437.3699,235906,103150399.0481,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:25:00-05:00
QQQ,2024-02-27 19:30:00+00:00,437.3699,437.74,437.36,437.72,686593,300448091.1429,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:30:00-05:00
QQQ,2024-02-27 19:35:00+00:00,437.72,437.76,437.58,437.685,293715,128550163.83399999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:35:00-05:00
QQQ,2024-02-27 19:40:00+00:00,437.69,437.85,437.54,437.63,300956,131730415.2561,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:40:00-05:00
QQQ,2024-02-27 19:45:00+00:00,437.63,437.66,437.32,437.51,333706,145999503.1557,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:45:00-05:00
QQQ,2024-02-27 19:50:00+00:00,437.51,437.67,437.41,437.535,261479,114402140.011,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:50:00-05:00
QQQ,2024-02-27 19:55:00+00:00,437.54,437.9399,437.54,437.8699,225914,98902548.29959999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 14:55:00-05:00
QQQ,2024-02-27 20:00:00+00:00,437.8699,437.93,437.47,437.64,296325,129706156.3085,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:00:00-05:00
QQQ,2024-02-27 20:05:00+00:00,437.64,437.74,437.56,437.72,232502,101756492.81629999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:05:00-05:00
QQQ,2024-02-27 20:10:00+00:00,437.72,437.89,437.62,437.66,276429,121007600.1655,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:10:00-05:00
QQQ,2024-02-27 20:15:00+00:00,437.66,437.6948,437.39,437.47,314160,137459118.4307,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:15:00-05:00
QQQ,2024-02-27 20:20:00+00:00,437.47,437.8,437.32,437.78,222022,97151055.7431,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:20:00-05:00
QQQ,2024-02-27 20:25:00+00:00,437.78,437.96,437.65,437.835,376904,165016024.5088,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:25:00-05:00
QQQ,2024-02-27 20:30:00+00:00,437.84,437.85,437.315,437.35,328886,143893659.0278,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:30:00-05:00
QQQ,2024-02-27 20:35:00+00:00,437.35,437.48,437.26,437.44,234386,102514322.58609998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:35:00-05:00
QQQ,2024-02-27 20:40:00+00:00,437.4451,437.6,437.26,437.535,578346,252957726.1518,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:40:00-05:00
QQQ,2024-02-27 20:45:00+00:00,437.535,437.685,437.48,437.685,340474,148980577.7666,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:45:00-05:00
QQQ,2024-02-27 20:50:00+00:00,437.685,437.9,437.44,437.64,683582,299174942.0728,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:50:00-05:00
QQQ,2024-02-27 20:55:00+00:00,437.64,437.8,437.43,437.6,2495941,1092337604.331101,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-27 15:55:00-05:00
QQQ,2024-02-28 14:30:00+00:00,435.43,435.91,434.9,435.5,1057087,1162055375.06679,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 09:30:00-05:00
QQQ,2024-02-28 14:35:00+00:00,435.5,435.9399,435.48,435.75,697769,304042086.0295,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 09:35:00-05:00
QQQ,2024-02-28 14:40:00+00:00,435.75,435.98,435.251,435.41,469719,204597594.55040002,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 09:40:00-05:00
QQQ,2024-02-28 14:45:00+00:00,435.42,435.43,434.85,434.9887,657896,286272053.037,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 09:45:00-05:00
QQQ,2024-02-28 14:50:00+00:00,434.9887,434.99,434.3,434.53,837765,364054848.6313,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 09:50:00-05:00
QQQ,2024-02-28 14:55:00+00:00,434.53,434.9493,434.47,434.77,534721,232484361.5515,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 09:55:00-05:00
QQQ,2024-02-28 15:00:00+00:00,434.77,434.99,434.37,434.8095,621028,269969709.684,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:00:00-05:00
QQQ,2024-02-28 15:05:00+00:00,434.8095,435.22,434.44,435.14,485456,211064488.3036,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:05:00-05:00
QQQ,2024-02-28 15:10:00+00:00,435.14,435.42,435.04,435.08,538466,234361596.11619997,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:10:00-05:00
QQQ,2024-02-28 15:15:00+00:00,435.08,435.39,434.966,435.18,318760,138718737.6748,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:15:00-05:00
QQQ,2024-02-28 15:20:00+00:00,435.18,435.305,434.83,434.86,358020,155760157.1195,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:20:00-05:00
QQQ,2024-02-28 15:25:00+00:00,434.88,435.0895,434.54,434.93,462700,201202956.585,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:25:00-05:00
QQQ,2024-02-28 15:30:00+00:00,434.93,435.36,434.89,435.26,367105,159747525.4298,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:30:00-05:00
QQQ,2024-02-28 15:35:00+00:00,435.26,435.54,435.14,435.386,324826,141418656.8175,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:35:00-05:00
QQQ,2024-02-28 15:40:00+00:00,435.386,435.48,435.18,435.4,198637,86477503.9312,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:40:00-05:00
QQQ,2024-02-28 15:45:00+00:00,435.4,435.55,435.17,435.19,327031,142374586.4933,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:45:00-05:00
QQQ,2024-02-28 15:50:00+00:00,435.19,435.38,435.105,435.24,283045,123188304.09089999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:50:00-05:00
QQQ,2024-02-28 15:55:00+00:00,435.24,435.6,435.13,435.544,272574,118661470.0434,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 10:55:00-05:00
QQQ,2024-02-28 16:00:00+00:00,435.544,436.25,435.544,436.1,559894,244101956.08100003,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:00:00-05:00
QQQ,2024-02-28 16:05:00+00:00,436.1,436.21,435.915,435.9781,267115,116482036.4905,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:05:00-05:00
QQQ,2024-02-28 16:10:00+00:00,435.9781,436.09,435.7604,435.9,232146,101195995.8567,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:10:00-05:00
QQQ,2024-02-28 16:15:00+00:00,435.9,436.34,435.9,436.2522,285982,124719929.3082,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:15:00-05:00
QQQ,2024-02-28 16:20:00+00:00,436.2522,436.5,436.21,436.3,323100,140986826.1946,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:20:00-05:00
QQQ,2024-02-28 16:25:00+00:00,436.3079,436.39,436.17,436.33,171568,74850938.1959,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:25:00-05:00
QQQ,2024-02-28 16:30:00+00:00,436.33,436.48,436.16,436.28,180625,78810973.6977,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:30:00-05:00
QQQ,2024-02-28 16:35:00+00:00,436.28,436.61,436.2303,436.44,245831,107292812.48380001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:35:00-05:00
QQQ,2024-02-28 16:40:00+00:00,436.44,436.58,436.3008,436.545,182797,79780939.5762,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:40:00-05:00
QQQ,2024-02-28 16:45:00+00:00,436.545,436.67,436.36,436.46,214775,93757368.6922,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:45:00-05:00
QQQ,2024-02-28 16:50:00+00:00,436.4694,436.64,436.389,436.39,257610,112447966.12189999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:50:00-05:00
QQQ,2024-02-28 16:55:00+00:00,436.39,436.55,436.26,436.39,187783,81944790.4489,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 11:55:00-05:00
QQQ,2024-02-28 17:00:00+00:00,436.4,436.47,436.02,436.375,440412,192100685.40390003,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:00:00-05:00
QQQ,2024-02-28 17:05:00+00:00,436.375,436.4,436.075,436.125,122810,53575020.7547,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:05:00-05:00
QQQ,2024-02-28 17:10:00+00:00,436.125,436.22,435.932,436.09,330773,144253995.23499998,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:10:00-05:00
QQQ,2024-02-28 17:15:00+00:00,436.09,436.17,435.82,435.8299,180184,78560003.84740001,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:15:00-05:00
QQQ,2024-02-28 17:20:00+00:00,435.8299,436.03,435.66,435.89,240284,104712752.1888,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:20:00-05:00
QQQ,2024-02-28 17:25:00+00:00,435.89,435.93,435.49,435.61,230248,100316066.8698,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:25:00-05:00
QQQ,2024-02-28 17:30:00+00:00,435.61,435.62,434.91,435.05,441973,192357012.8544,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:30:00-05:00
QQQ,2024-02-28 17:35:00+00:00,435.06,435.195,434.81,434.85,343251,149319483.771,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:35:00-05:00
QQQ,2024-02-28 17:40:00+00:00,434.846,435.1592,434.78,435.1199,381989,166163323.8364,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:40:00-05:00
QQQ,2024-02-28 17:45:00+00:00,435.1199,435.44,435.06,435.34,370837,161408797.21749997,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:45:00-05:00
QQQ,2024-02-28 17:50:00+00:00,435.34,435.45,435.22,435.3857,193706,84326813.32159999,a2xpbmUyLjB8UVFRfDVtaW58MTcwODQ5NTgxMDMzNHwxNzA5OTI3MTMwMDAw,2024-02-28 12:50:00-05:00
